WorkDate,Customer,Location,BusinessType,OrderCount,NumberOfPieces,TotalRevenue
9/3/2020,Chipotle,Houston,Final Mile,22,110,1656.4
9/3/2020,Chipotle,Dallas,Final Mile,12,72,979.14
9/3/2020,Chipotle,Seattle,Final Mile,29,116,562.61
9/3/2020,Chick-Fil-A,Detroit,Final Mile,22,88,667.58
9/3/2020,Home Depot,Seattle,Final Mile,9,45,1558.5
9/3/2020,Home Goods,Houston,Middle Mile,15,75,1081.41
9/3/2020,Home Goods,Tampa Bay,Middle Mile,13,65,544.38
9/3/2020,Home Goods,Sacramento,Middle Mile,23,115,486.82
9/3/2020,Home Goods,San Francisco,Middle Mile,22,110,776.34
9/3/2020,T.J. Maxx,Milwaukee,Middle Mile,31,155,614.01
9/3/2020,Chipotle,New York,Final Mile,24,96,1267.62
9/3/2020,Chick-Fil-A,Los Angeles,Final Mile,13,65,974.2
9/3/2020,Lowes,Milwaukee,Final Mile,5,20,600.52
9/3/2020,Shein,Nashville,Middle Mile,17,85,1843.81
9/3/2020,Lowes,Sacramento,Final Mile,15,75,3084.74
9/3/2020,Shein,Houston,Middle Mile,9,45,502.43
9/3/2020,Shein,Tampa Bay,Middle Mile,23,138,3171.03
9/3/2020,Shein,Sacramento,Middle Mile,10,50,499.53
9/3/2020,Shein,Chicago,Middle Mile,17,102,1382.48
9/3/2020,Starbucks,Chicago,Middle Mile,25,75,1207.84
9/3/2020,Starbucks,Seattle,Middle Mile,25,150,2284.69
9/3/2020,Starbucks,Birmingham,Middle Mile,24,96,930.17
9/3/2020,Starbucks,Dallas,Middle Mile,12,60,908.09
9/3/2020,Starbucks,San Diego,Middle Mile,24,120,2104.37
9/3/2020,Starbucks,Tampa Bay,Middle Mile,11,77,333.51
9/3/2020,Starbucks,Milwaukee,Middle Mile,21,126,1089.98
9/3/2020,Home Depot,San Francisco,Final Mile,18,90,6500.31
9/3/2020,Lowes,Detroit,Final Mile,8,40,327.38
9/3/2020,Starbucks,Sacramento,Middle Mile,10,50,429.78
9/3/2020,Home Depot,Detroit,Final Mile,27,135,5342.7
9/3/2020,Home Depot,Los Angeles,Final Mile,31,155,10100.61
9/3/2020,Home Depot,Chicago,Final Mile,29,145,10582.79
9/3/2020,Amazon,Chicago,Final Mile,25,125,1371.11
9/3/2020,Amazon,Atlanta,Final Mile,27,135,3039.8
9/3/2020,Amazon,Los Angeles,Final Mile,20,100,1717.94
9/3/2020,Amazon,Houston,Final Mile,14,70,377.27
9/3/2020,Amazon,New York,Final Mile,11,55,1278.89
9/3/2020,Amazon,Birmingham,Final Mile,12,60,900.7
9/3/2020,Amazon,Nashville,Final Mile,10,50,1012.51
9/3/2020,Amazon,Tampa Bay,Final Mile,25,125,1393.79
9/3/2020,Walmart,Milwaukee,Middle Mile,13,39,607.24
9/3/2020,Walmart,Chicago,Middle Mile,32,160,3769.67
9/3/2020,Target,Detroit,Middle Mile,23,115,600.6
9/3/2020,Target,Nashville,Middle Mile,27,108,1334.58
9/3/2020,Target,Seattle,Middle Mile,17,85,2115.72
9/3/2020,Amazon,Dallas,Final Mile,27,108,2438.04
9/3/2020,Target,Dallas,Middle Mile,25,50,383.88
9/3/2020,Home Depot,Dallas,Final Mile,26,156,3129.64
9/3/2020,Target,Los Angeles,Middle Mile,14,84,1229.27
9/3/2020,Home Depot,Milwaukee,Final Mile,13,39,1406.64
9/3/2020,Home Depot,San Diego,Final Mile,27,108,1481.3
9/3/2020,Home Depot,Tampa Bay,Final Mile,15,60,4377.97
9/3/2020,Costco,Minneapolis,First Mile,12,60,2369.6
9/3/2020,Costco,Birmingham,First Mile,4,20,312.32
9/3/2020,Costco,Nashville,First Mile,9,54,1691.84
9/3/2020,Costco,Los Angeles,First Mile,11,33,763.14
9/3/2020,Costco,Sacramento,First Mile,7,35,559.78
9/3/2020,Costco,San Francisco,First Mile,8,40,1422.94
9/3/2020,Costco,Miami,First Mile,13,39,1319.76
9/3/2020,Costco,Atlanta,First Mile,15,75,2663.12
9/3/2020,Costco,Chicago,First Mile,5,30,1138.09
9/4/2020,Chipotle,Seattle,Final Mile,29,145,703.26
9/4/2020,Home Goods,Birmingham,Middle Mile,21,63,440.9
9/4/2020,Chick-Fil-A,Los Angeles,Final Mile,13,65,974.2
9/4/2020,Chick-Fil-A,Tampa Bay,Final Mile,20,100,995.62
9/4/2020,Home Goods,New York,Middle Mile,9,45,816.07
9/4/2020,Home Goods,Los Angeles,Middle Mile,20,100,1012.68
9/4/2020,Home Depot,Chicago,Final Mile,29,145,10582.79
9/4/2020,Home Goods,Tampa Bay,Middle Mile,13,65,544.38
9/4/2020,Home Goods,Miami,Middle Mile,19,95,1129.29
9/4/2020,T.J. Maxx,Milwaukee,Middle Mile,31,155,614.01
9/4/2020,T.J. Maxx,Seattle,Middle Mile,12,60,608.43
9/4/2020,Home Depot,Detroit,Final Mile,27,135,5342.7
9/4/2020,Chipotle,Tampa Bay,Final Mile,14,70,773.45
9/4/2020,Home Goods,Chicago,Middle Mile,12,60,786.41
9/4/2020,Chipotle,Atlanta,Final Mile,11,55,939.98
9/4/2020,Starbucks,Minneapolis,Middle Mile,12,60,901.39
9/4/2020,Lowes,Chicago,Final Mile,17,68,3535.82
9/4/2020,Starbucks,Los Angeles,Middle Mile,26,130,1995.6
9/4/2020,Starbucks,Tampa Bay,Middle Mile,11,66,285.87
9/4/2020,Starbucks,Miami,Middle Mile,24,144,625.97
9/4/2020,Starbucks,Detroit,Middle Mile,8,24,389.05
9/4/2020,Starbucks,Chicago,Middle Mile,25,125,2013.06
9/4/2020,Starbucks,Houston,Middle Mile,23,115,1201.09
9/4/2020,Lowes,Detroit,Final Mile,8,40,327.38
9/4/2020,Shein,Dallas,Middle Mile,24,120,2510.69
9/4/2020,Shein,Chicago,Middle Mile,17,85,1152.07
9/4/2020,Shein,Sacramento,Middle Mile,10,50,499.53
9/4/2020,Shein,New York,Middle Mile,11,55,1090.35
9/4/2020,Shein,Tampa Bay,Middle Mile,23,115,2642.53
9/4/2020,Shein,Houston,Middle Mile,9,45,502.43
9/4/2020,Lowes,Sacramento,Final Mile,15,75,3084.74
9/4/2020,Shein,Detroit,Middle Mile,18,90,716.57
9/4/2020,Home Depot,Sacramento,Final Mile,22,110,4976.7
9/4/2020,Home Depot,Los Angeles,Final Mile,31,124,8080.49
9/4/2020,Costco,Nashville,First Mile,9,63,1973.82
9/4/2020,Amazon,Atlanta,Final Mile,27,135,3039.8
9/4/2020,Amazon,San Francisco,Final Mile,18,90,451.03
9/4/2020,Amazon,Los Angeles,Final Mile,20,100,1717.94
9/4/2020,Amazon,San Diego,Final Mile,27,108,725.01
9/4/2020,Amazon,Houston,Final Mile,14,70,377.27
9/4/2020,Amazon,New York,Final Mile,11,55,1278.89
9/4/2020,Amazon,Birmingham,Final Mile,12,72,1080.84
9/4/2020,Amazon,Nashville,Final Mile,10,50,1012.51
9/4/2020,Amazon,Minneapolis,Final Mile,18,90,1851.53
9/4/2020,Amazon,Tampa Bay,Final Mile,25,125,1393.79
9/4/2020,Amazon,Sacramento,Final Mile,8,40,902.41
9/4/2020,Walmart,New York,Middle Mile,24,120,528.4
9/4/2020,Walmart,Milwaukee,Middle Mile,13,91,1416.89
9/4/2020,Walmart,Chicago,Middle Mile,32,160,3769.67
9/4/2020,Target,Atlanta,Middle Mile,24,120,1015.65
9/4/2020,Amazon,Chicago,Final Mile,25,125,1371.11
9/4/2020,Target,Tampa Bay,Middle Mile,15,75,307.3
9/4/2020,Target,San Francisco,Middle Mile,15,75,758.02
9/4/2020,Costco,Seattle,First Mile,9,45,969.95
9/4/2020,Costco,Chicago,First Mile,5,25,948.41
9/4/2020,Costco,New York,First Mile,12,60,891.33
9/4/2020,Costco,Los Angeles,First Mile,11,33,763.14
9/4/2020,Costco,Sacramento,First Mile,7,35,559.78
9/4/2020,Costco,Milwaukee,First Mile,6,36,399.66
9/4/2020,Home Depot,Birmingham,Final Mile,9,45,3372.9
9/4/2020,Costco,Atlanta,First Mile,15,60,2130.5
9/4/2020,Target,Dallas,Middle Mile,25,125,959.7
9/4/2020,Target,Los Angeles,Middle Mile,14,70,1024.39
9/4/2020,Target,Chicago,Middle Mile,33,231,2776.76
9/4/2020,Target,Sacramento,Middle Mile,26,130,994.65
9/4/2020,Costco,Miami,First Mile,13,65,2199.59
9/4/2020,Target,Nashville,Middle Mile,27,135,1668.23
9/5/2020,Chick-Fil-A,Detroit,Final Mile,8,40,303.44
9/5/2020,Chick-Fil-A,Los Angeles,Final Mile,5,25,374.69
9/5/2020,Chick-Fil-A,Houston,Final Mile,8,40,561.88
9/5/2020,Home Goods,Houston,Middle Mile,6,30,432.56
9/5/2020,Home Goods,Miami,Middle Mile,7,35,416.06
9/5/2020,T.J. Maxx,Chicago,Middle Mile,8,32,289.09
9/5/2020,Chipotle,Atlanta,Final Mile,4,20,341.81
9/5/2020,T.J. Maxx,Seattle,Middle Mile,5,20,202.81
9/5/2020,Home Depot,San Francisco,Final Mile,7,35,2527.9
9/5/2020,Home Depot,Chicago,Final Mile,11,44,3211.33
9/5/2020,Home Depot,Los Angeles,Final Mile,12,72,4691.9
9/5/2020,Home Depot,Sacramento,Final Mile,9,45,2035.92
9/5/2020,Home Goods,San Francisco,Middle Mile,9,54,381.11
9/5/2020,Chipotle,Chicago,Final Mile,12,60,836.68
9/5/2020,Shein,Tampa Bay,Middle Mile,9,45,1034.03
9/5/2020,Lowes,Sacramento,Final Mile,6,30,1233.9
9/5/2020,Shein,Los Angeles,Middle Mile,2,10,65.05
9/5/2020,Shein,Nashville,Middle Mile,6,24,520.61
9/5/2020,Shein,Detroit,Middle Mile,7,35,278.67
9/5/2020,Starbucks,Houston,Middle Mile,9,45,469.99
9/5/2020,Starbucks,Seattle,Middle Mile,10,60,913.88
9/5/2020,Starbucks,Birmingham,Middle Mile,9,27,261.61
9/5/2020,Starbucks,Atlanta,Middle Mile,3,15,223.82
9/5/2020,Starbucks,Dallas,Middle Mile,5,25,378.37
9/5/2020,Starbucks,Miami,Middle Mile,9,27,117.37
9/5/2020,Starbucks,San Diego,Middle Mile,9,36,631.31
9/5/2020,Starbucks,Minneapolis,Middle Mile,4,20,300.46
9/5/2020,Home Depot,Milwaukee,Final Mile,5,25,901.69
9/5/2020,Lowes,Milwaukee,Final Mile,2,10,300.26
9/5/2020,Starbucks,New York,Middle Mile,7,35,215.73
9/5/2020,Home Depot,San Diego,Final Mile,10,50,685.79
9/5/2020,Costco,Nashville,First Mile,3,15,469.96
9/5/2020,Home Depot,Nashville,Final Mile,13,65,1770.48
9/5/2020,Amazon,Chicago,Final Mile,10,50,548.44
9/5/2020,Amazon,Atlanta,Final Mile,11,44,990.75
9/5/2020,Amazon,San Francisco,Final Mile,7,35,175.4
9/5/2020,Amazon,Los Angeles,Final Mile,8,40,687.18
9/5/2020,Amazon,San Diego,Final Mile,11,55,369.22
9/5/2020,Amazon,Houston,Final Mile,5,25,134.74
9/5/2020,Amazon,Birmingham,Final Mile,5,25,375.29
9/5/2020,Amazon,Nashville,Final Mile,4,20,405
9/5/2020,Amazon,Minneapolis,Final Mile,7,35,720.04
9/5/2020,Amazon,Dallas,Final Mile,10,50,1128.72
9/5/2020,Amazon,Tampa Bay,Final Mile,10,70,780.52
9/5/2020,Amazon,Sacramento,Final Mile,3,18,406.08
9/5/2020,Walmart,Milwaukee,Middle Mile,5,25,389.26
9/5/2020,Amazon,New York,Final Mile,4,20,465.05
9/5/2020,Target,Milwaukee,Middle Mile,11,55,386.42
9/5/2020,Costco,Minneapolis,First Mile,4,16,631.89
9/5/2020,Walmart,Chicago,Middle Mile,12,60,1413.63
9/5/2020,Costco,San Diego,First Mile,6,36,798.49
9/5/2020,Costco,Houston,First Mile,2,10,140.87
9/5/2020,Costco,Milwaukee,First Mile,2,10,111.02
9/5/2020,Costco,San Francisco,First Mile,3,15,533.6
9/5/2020,Costco,Sacramento,First Mile,2,10,159.94
9/5/2020,Target,Chicago,Middle Mile,13,65,781.34
9/5/2020,Target,Nashville,Middle Mile,10,40,494.29
9/5/2020,Target,Tampa Bay,Middle Mile,6,30,122.92
9/5/2020,Target,Detroit,Middle Mile,9,45,235.02
9/5/2020,Target,San Francisco,Middle Mile,6,30,303.21
9/5/2020,Costco,Miami,First Mile,5,25,846
9/6/2020,Chick-Fil-A,San Francisco,Final Mile,3,15,136.82
9/6/2020,T.J. Maxx,Chicago,Middle Mile,8,40,361.37
9/6/2020,Chick-Fil-A,Detroit,Final Mile,8,40,303.44
9/6/2020,Chick-Fil-A,Tampa Bay,Final Mile,8,40,398.25
9/6/2020,Home Goods,Sacramento,Middle Mile,9,45,190.5
9/6/2020,Home Goods,San Francisco,Middle Mile,9,45,317.59
9/6/2020,Home Depot,San Francisco,Final Mile,7,42,3033.48
9/6/2020,Home Depot,Milwaukee,Final Mile,5,20,721.35
9/6/2020,Home Depot,Chicago,Final Mile,11,66,4816.99
9/6/2020,Home Depot,Miami,Final Mile,4,20,831.33
9/6/2020,Home Depot,Los Angeles,Final Mile,12,60,3909.91
9/6/2020,Home Depot,Dallas,Final Mile,10,50,1003.09
9/6/2020,Home Depot,San Diego,Final Mile,10,50,685.79
9/6/2020,Chipotle,Seattle,Final Mile,11,55,266.76
9/6/2020,Home Depot,Houston,Final Mile,13,52,2398.5
9/6/2020,Chipotle,Tampa Bay,Final Mile,5,25,276.23
9/6/2020,Starbucks,Minneapolis,Middle Mile,4,16,240.37
9/6/2020,Lowes,Detroit,Final Mile,3,12,98.21
9/6/2020,Home Depot,Nashville,Final Mile,13,65,1770.48
9/6/2020,Starbucks,Milwaukee,Middle Mile,8,40,346.02
9/6/2020,Starbucks,Dallas,Middle Mile,5,30,454.05
9/6/2020,Starbucks,Atlanta,Middle Mile,3,15,223.82
9/6/2020,Starbucks,Seattle,Middle Mile,10,50,761.56
9/6/2020,Starbucks,Nashville,Middle Mile,9,45,690.77
9/6/2020,Chipotle,Atlanta,Final Mile,4,20,341.81
9/6/2020,Starbucks,Houston,Middle Mile,9,45,469.99
9/6/2020,Shein,Detroit,Middle Mile,7,35,278.67
9/6/2020,Shein,Sacramento,Middle Mile,4,16,159.85
9/6/2020,Shein,New York,Middle Mile,4,24,475.79
9/6/2020,Shein,Tampa Bay,Middle Mile,9,36,827.23
9/6/2020,Shein,Houston,Middle Mile,3,12,133.98
9/6/2020,Lowes,Chicago,Final Mile,6,30,1559.92
9/6/2020,Shein,Dallas,Middle Mile,9,45,941.51
9/6/2020,Home Depot,Tampa Bay,Final Mile,6,30,2188.98
9/6/2020,Shein,Chicago,Middle Mile,7,21,284.63
9/6/2020,Costco,Seattle,First Mile,3,15,323.32
9/6/2020,Walmart,Chicago,Middle Mile,12,72,1696.35
9/6/2020,Walmart,Milwaukee,Middle Mile,5,25,389.26
9/6/2020,Amazon,Sacramento,Final Mile,3,15,338.4
9/6/2020,Amazon,Tampa Bay,Final Mile,10,50,557.51
9/6/2020,Amazon,Dallas,Final Mile,10,50,1128.72
9/6/2020,Costco,Nashville,First Mile,3,15,469.96
9/6/2020,Target,Atlanta,Middle Mile,9,45,380.87
9/6/2020,Amazon,Minneapolis,Final Mile,7,35,720.04
9/6/2020,Amazon,New York,Final Mile,4,12,279.03
9/6/2020,Amazon,Houston,Final Mile,5,25,134.74
9/6/2020,Amazon,San Diego,Final Mile,11,55,369.22
9/6/2020,Amazon,Los Angeles,Final Mile,8,40,687.18
9/6/2020,Amazon,Atlanta,Final Mile,11,66,1486.13
9/6/2020,Amazon,Chicago,Final Mile,10,50,548.44
9/6/2020,Amazon,Birmingham,Final Mile,5,20,300.23
9/6/2020,Target,San Francisco,Middle Mile,6,30,303.21
9/6/2020,Amazon,San Francisco,Final Mile,7,42,210.48
9/6/2020,Target,Tampa Bay,Middle Mile,6,36,147.5
9/6/2020,Target,Detroit,Middle Mile,9,45,235.02
9/6/2020,Costco,Detroit,First Mile,2,12,250.61
9/6/2020,Costco,San Diego,First Mile,6,36,798.49
9/6/2020,Costco,Houston,First Mile,2,10,140.87
9/6/2020,Costco,Chicago,First Mile,2,10,379.36
9/6/2020,Costco,New York,First Mile,4,20,297.11
9/6/2020,Costco,Sacramento,First Mile,2,10,159.94
9/6/2020,Costco,Minneapolis,First Mile,4,20,789.87
9/6/2020,Costco,Atlanta,First Mile,6,30,1065.25
9/6/2020,Target,Dallas,Middle Mile,10,50,383.88
9/6/2020,Target,Los Angeles,Middle Mile,5,25,365.85
9/6/2020,Target,Seattle,Middle Mile,7,35,871.18
9/6/2020,Target,Chicago,Middle Mile,13,65,781.34
9/6/2020,Costco,Miami,First Mile,5,25,846
9/6/2020,Target,Nashville,Middle Mile,10,50,617.86
9/7/2020,Chick-Fil-A,San Francisco,Final Mile,18,90,820.94
9/7/2020,Chick-Fil-A,Houston,Final Mile,42,252,3539.82
9/7/2020,Chick-Fil-A,Tampa Bay,Final Mile,40,360,3584.24
9/7/2020,Home Goods,Birmingham,Middle Mile,43,215,1504.67
9/7/2020,Home Goods,Los Angeles,Middle Mile,41,205,2076
9/7/2020,Home Goods,San Francisco,Middle Mile,45,225,1587.97
9/7/2020,Home Goods,Miami,Middle Mile,39,195,2318.02
9/7/2020,T.J. Maxx,Los Angeles,Middle Mile,57,342,1672.1
9/7/2020,T.J. Maxx,Milwaukee,Middle Mile,62,310,1228.01
9/7/2020,T.J. Maxx,Chicago,Middle Mile,44,264,2385.03
9/7/2020,Chipotle,Detroit,Final Mile,21,105,459.18
9/7/2020,Home Depot,San Francisco,Final Mile,37,185,13361.74
9/7/2020,Home Goods,Sacramento,Middle Mile,47,235,994.81
9/7/2020,Chipotle,Tampa Bay,Final Mile,28,168,1856.28
9/7/2020,Shein,Dallas,Middle Mile,48,240,5021.39
9/7/2020,Chipotle,New York,Final Mile,48,288,3802.86
9/7/2020,Lowes,Detroit,Final Mile,17,102,834.81
9/7/2020,Lowes,Chicago,Final Mile,34,136,7071.65
9/7/2020,Lowes,Sacramento,Final Mile,30,120,4935.59
9/7/2020,Shein,Sacramento,Middle Mile,21,84,839.21
9/7/2020,Shein,Detroit,Middle Mile,36,180,1433.14
9/7/2020,Shein,Milwaukee,Middle Mile,48,240,5538.86
9/7/2020,Starbucks,Nashville,Middle Mile,48,336,5157.76
9/7/2020,Starbucks,Atlanta,Middle Mile,17,102,1522.01
9/7/2020,Starbucks,Dallas,Middle Mile,25,125,1891.85
9/7/2020,Starbucks,Miami,Middle Mile,48,288,1251.94
9/7/2020,Starbucks,Tampa Bay,Middle Mile,22,132,571.73
9/7/2020,Home Depot,Birmingham,Final Mile,19,76,5696.46
9/7/2020,Chipotle,San Francisco,Final Mile,41,246,1787.46
9/7/2020,Costco,Nashville,First Mile,19,95,2976.39
9/7/2020,Costco,Seattle,First Mile,18,108,2327.89
9/7/2020,Costco,Detroit,First Mile,10,50,1044.19
9/7/2020,Amazon,Chicago,Final Mile,51,255,2797.07
9/7/2020,Amazon,Atlanta,Final Mile,55,275,6192.19
9/7/2020,Amazon,San Francisco,Final Mile,37,148,741.69
9/7/2020,Amazon,Los Angeles,Final Mile,41,246,4226.13
9/7/2020,Amazon,New York,Final Mile,22,110,2557.78
9/7/2020,Amazon,Birmingham,Final Mile,25,125,1876.47
9/7/2020,Amazon,Nashville,Final Mile,20,100,2025.02
9/7/2020,Amazon,Sacramento,Final Mile,16,64,1443.85
9/7/2020,Walmart,New York,Middle Mile,48,288,1268.16
9/7/2020,Walmart,Chicago,Middle Mile,64,320,7539.34
9/7/2020,Target,Atlanta,Middle Mile,48,240,2031.31
9/7/2020,Target,Milwaukee,Middle Mile,58,290,2037.51
9/7/2020,Target,San Francisco,Middle Mile,30,150,1516.04
9/7/2020,Amazon,Minneapolis,Final Mile,37,185,3805.92
9/7/2020,Target,Tampa Bay,Middle Mile,30,120,491.68
9/7/2020,Target,Detroit,Middle Mile,46,276,1441.44
9/7/2020,Costco,Dallas,First Mile,19,95,2042.52
9/7/2020,Costco,San Diego,First Mile,30,180,3992.43
9/7/2020,Costco,Birmingham,First Mile,9,45,702.73
9/7/2020,Costco,Chicago,First Mile,11,44,1669.2
9/7/2020,Costco,Los Angeles,First Mile,22,132,3052.56
9/7/2020,Costco,New York,First Mile,24,96,1426.14
9/7/2020,Target,Dallas,Middle Mile,50,250,1919.4
9/7/2020,Target,Los Angeles,Middle Mile,29,145,2121.95
9/7/2020,Target,Seattle,Middle Mile,35,175,4355.9
9/7/2020,Target,Sacramento,Middle Mile,53,265,2027.57
9/7/2020,Target,Nashville,Middle Mile,54,270,3336.46
9/7/2020,Costco,Miami,First Mile,27,108,3654.71
9/8/2020,Chipotle,Dallas,Final Mile,25,125,1699.9
9/8/2020,Home Goods,Chicago,Middle Mile,25,150,1966.02
9/8/2020,Chipotle,Seattle,Final Mile,59,295,1430.78
9/8/2020,Chick-Fil-A,Detroit,Final Mile,44,264,2002.73
9/8/2020,Home Goods,Detroit,Middle Mile,54,270,1747.55
9/8/2020,Home Goods,Sacramento,Middle Mile,47,235,994.81
9/8/2020,Home Depot,Atlanta,Final Mile,59,295,13502.49
9/8/2020,Home Goods,San Francisco,Middle Mile,45,225,1587.97
9/8/2020,T.J. Maxx,Los Angeles,Middle Mile,57,342,1672.1
9/8/2020,T.J. Maxx,Milwaukee,Middle Mile,62,310,1228.01
9/8/2020,T.J. Maxx,Seattle,Middle Mile,25,125,1267.55
9/8/2020,Home Depot,Houston,Final Mile,66,264,12176.98
9/8/2020,Chipotle,Atlanta,Final Mile,23,115,1965.41
9/8/2020,Home Goods,Miami,Middle Mile,39,156,1854.42
9/8/2020,Chipotle,Chicago,Final Mile,62,310,4322.82
9/8/2020,Starbucks,Tampa Bay,Middle Mile,22,110,476.44
9/8/2020,Lowes,Milwaukee,Final Mile,11,55,1651.43
9/8/2020,Starbucks,Sacramento,Middle Mile,21,105,902.55
9/8/2020,Home Depot,Detroit,Final Mile,55,275,10883.27
9/8/2020,Starbucks,Detroit,Middle Mile,17,85,1377.88
9/8/2020,Starbucks,Atlanta,Middle Mile,17,85,1268.34
9/8/2020,Starbucks,Nashville,Middle Mile,48,288,4420.94
9/8/2020,Starbucks,Houston,Middle Mile,46,276,2882.61
9/8/2020,Chipotle,San Francisco,Final Mile,41,205,1489.55
9/8/2020,Shein,Milwaukee,Middle Mile,48,288,6646.63
9/8/2020,Shein,Nashville,Middle Mile,34,170,3687.62
9/8/2020,Shein,Chicago,Middle Mile,35,175,2371.9
9/8/2020,Shein,New York,Middle Mile,23,115,2279.83
9/8/2020,Shein,Tampa Bay,Middle Mile,47,235,5399.95
9/8/2020,Shein,Houston,Middle Mile,18,72,803.89
9/8/2020,Lowes,Detroit,Final Mile,17,85,695.67
9/8/2020,Shein,Detroit,Middle Mile,36,180,1433.14
9/8/2020,Home Depot,Miami,Final Mile,24,168,6983.2
9/8/2020,Amazon,Los Angeles,Final Mile,41,205,3521.78
9/8/2020,Home Depot,Sacramento,Final Mile,45,225,10179.6
9/8/2020,Home Depot,Los Angeles,Final Mile,62,310,20201.22
9/8/2020,Amazon,San Francisco,Final Mile,37,111,556.27
9/8/2020,Amazon,San Diego,Final Mile,55,275,1846.09
9/8/2020,Amazon,Houston,Final Mile,28,140,754.53
9/8/2020,Amazon,New York,Final Mile,22,110,2557.78
9/8/2020,Amazon,Birmingham,Final Mile,25,125,1876.47
9/8/2020,Amazon,Nashville,Final Mile,20,100,2025.02
9/8/2020,Amazon,Minneapolis,Final Mile,37,148,3044.73
9/8/2020,Amazon,Dallas,Final Mile,54,270,6095.1
9/8/2020,Amazon,Tampa Bay,Final Mile,50,250,2787.57
9/8/2020,Amazon,Sacramento,Final Mile,16,80,1804.82
9/8/2020,Walmart,Milwaukee,Middle Mile,27,135,2101.99
9/8/2020,Walmart,Chicago,Middle Mile,64,256,6031.47
9/8/2020,Target,Milwaukee,Middle Mile,58,290,2037.51
9/8/2020,Target,San Francisco,Middle Mile,30,150,1516.04
9/8/2020,Amazon,Atlanta,Final Mile,55,275,6192.19
9/8/2020,Target,Sacramento,Middle Mile,53,265,2027.57
9/8/2020,Target,Detroit,Middle Mile,46,230,1201.2
9/8/2020,Home Depot,Milwaukee,Final Mile,27,135,4869.13
9/8/2020,Home Depot,Nashville,Final Mile,65,325,8852.41
9/8/2020,Costco,Nashville,First Mile,19,114,3571.67
9/8/2020,Costco,Dallas,First Mile,19,114,2451.02
9/8/2020,Costco,Minneapolis,First Mile,24,144,5687.03
9/8/2020,Costco,San Diego,First Mile,30,150,3327.03
9/8/2020,Home Depot,Dallas,Final Mile,52,208,4172.85
9/8/2020,Costco,Chicago,First Mile,11,55,2086.51
9/8/2020,Costco,Los Angeles,First Mile,22,110,2543.8
9/8/2020,Costco,Milwaukee,First Mile,12,72,799.33
9/8/2020,Costco,Atlanta,First Mile,30,150,5326.25
9/8/2020,Target,Dallas,Middle Mile,50,250,1919.4
9/8/2020,Target,Seattle,Middle Mile,35,175,4355.9
9/8/2020,Costco,Houston,First Mile,14,84,1183.28
9/9/2020,Home Goods,New York,Middle Mile,9,45,816.07
9/9/2020,Home Goods,Birmingham,Middle Mile,21,105,734.84
9/9/2020,Home Goods,Tampa Bay,Middle Mile,13,65,544.38
9/9/2020,Home Goods,Miami,Middle Mile,19,133,1581.01
9/9/2020,T.J. Maxx,Los Angeles,Middle Mile,28,140,684.49
9/9/2020,T.J. Maxx,Milwaukee,Middle Mile,31,124,491.21
9/9/2020,Home Depot,Seattle,Final Mile,9,45,1558.5
9/9/2020,T.J. Maxx,Seattle,Middle Mile,12,60,608.43
9/9/2020,Home Depot,San Francisco,Final Mile,18,108,7800.37
9/9/2020,Home Depot,Detroit,Final Mile,27,135,5342.7
9/9/2020,Home Depot,Chicago,Final Mile,29,174,12699.35
9/9/2020,Home Goods,Houston,Middle Mile,15,75,1081.41
9/9/2020,Home Depot,Miami,Final Mile,12,60,2494
9/9/2020,T.J. Maxx,Chicago,Middle Mile,22,154,1391.27
9/9/2020,Chick-Fil-A,Tampa Bay,Final Mile,20,80,796.5
9/9/2020,Shein,New York,Middle Mile,11,55,1090.35
9/9/2020,Chipotle,Houston,Final Mile,22,66,993.84
9/9/2020,Home Depot,Los Angeles,Final Mile,31,155,10100.61
9/9/2020,Starbucks,Tampa Bay,Middle Mile,11,55,238.22
9/9/2020,Starbucks,Detroit,Middle Mile,8,40,648.41
9/9/2020,Starbucks,Atlanta,Middle Mile,8,40,596.87
9/9/2020,Starbucks,Nashville,Middle Mile,24,120,1842.06
9/9/2020,Starbucks,Chicago,Middle Mile,25,100,1610.45
9/9/2020,Chipotle,Detroit,Final Mile,10,60,262.39
9/9/2020,Starbucks,Houston,Middle Mile,23,115,1201.09
9/9/2020,Shein,Nashville,Middle Mile,17,68,1475.05
9/9/2020,Shein,Houston,Middle Mile,9,45,502.43
9/9/2020,Lowes,Sacramento,Final Mile,15,75,3084.74
9/9/2020,Lowes,Detroit,Final Mile,8,40,327.38
9/9/2020,Lowes,Milwaukee,Final Mile,5,30,900.78
9/9/2020,Chipotle,Atlanta,Final Mile,11,55,939.98
9/9/2020,Shein,Dallas,Middle Mile,24,120,2510.69
